district_id,district_num,province_canonical,district_name_2000,admin_type,bps_code,multi_province_flag,notes
NUSA_TENGGARA_TIMUR_KUPANG_KOTA,278,NUSA TENGGARA TIMUR,KUPANG,kota,5371,False,
NUSA_TENGGARA_TIMUR_LEMBATA,279,NUSA TENGGARA TIMUR,LEMBATA,,5308,False,
NUSA_TENGGARA_TIMUR_MANGGARAI,280,NUSA TENGGARA TIMUR,MANGGARAI,,5313,False,
NUSA_TENGGARA_TIMUR_NGADA,281,NUSA TENGGARA TIMUR,NGADA,,5320,False,
NUSA_TENGGARA_TIMUR_ROTE_NDAO,282,NUSA TENGGARA TIMUR,ROTE NDAO,,5314,False,
NUSA_TENGGARA_TIMUR_SIKKA,283,NUSA TENGGARA TIMUR,SIKKA,,5310,False,
NUSA_TENGGARA_TIMUR_SUMBA_BARAT,284,NUSA TENGGARA TIMUR,SUMBA BARAT,,5301,False,
NUSA_TENGGARA_TIMUR_SUMBA_TIMUR,286,NUSA TENGGARA TIMUR,SUMBA TIMUR,,5302,False,
NUSA_TENGGARA_TIMUR_TIMOR_TENGAH_SELATAN,287,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,,5304,False,
NUSA_TENGGARA_TIMUR_TIMOR_TENGAH_UTARA,288,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,,5305,False,
PAPUA_ASMAT,289,PAPUA,ASMAT,,9415,False,
PAPUA_BIAK_NUMFOR,290,PAPUA,BIAK NUMFOR,,9409,False,
PAPUA_BIAK_NUMPOR,291,PAPUA,BIAK NUMPOR,,9409,False,typo in panel; official BPS name = Biak Numfor
PAPUA_BOVEN_DIGOEL,292,PAPUA,BOVEN DIGOEL,,9413,False,
PAPUA_JAYAPURA_KAB,293,PAPUA,JAYAPURA,kabupaten,9403,False,
PAPUA_JAYAPURA_KOTA,294,PAPUA,JAYAPURA,kota,9471,False,
PAPUA_JAYAWIJAYA,295,PAPUA,JAYAWIJAYA,,9402,False,
PAPUA_KEEROM,296,PAPUA,KEEROM,,9420,False,
PAPUA_MAPPI,298,PAPUA,MAPPI,,9414,False,
PAPUA_MERAUKE,299,PAPUA,MERAUKE,,9401,False,
PAPUA_MIMIKA,300,PAPUA,MIMIKA,,9412,False,
PAPUA_NABIRE,301,PAPUA,NABIRE,,9404,False,
PAPUA_PANIAI,302,PAPUA,PANIAI,,9410,False,
PAPUA_PEGUNUNGAN_BINTANG,303,PAPUA,PEGUNUNGAN BINTANG,,9417,False,
PAPUA_PUNCAK_JAYA,304,PAPUA,PUNCAK JAYA,,9411,False,
PAPUA_SARMI,305,PAPUA,SARMI,,9419,False,
PAPUA_TOLIKARA,306,PAPUA,TOLIKARA,,9418,False,
PAPUA_WAROPEN,307,PAPUA,WAROPEN,,9421,False,
PAPUA_YAHUKIMO,308,PAPUA,YAHUKIMO,,9416,False,
PAPUA_YAPEN_WAROPEN,309,PAPUA,YAPEN WAROPEN,,9408,False,pre-split parent; renamed Kepulauan Yapen 2008; same code 9408
PAPUA_BARAT_FAKFAK,310,PAPUA BARAT,FAK-FAK,,9101,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_KAIMANA,311,PAPUA BARAT,KAIMANA,,9102,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_MANOKWARI,312,PAPUA BARAT,MANOKWARI,,9105,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_RAJA_AMPAT,313,PAPUA BARAT,RAJA AMPAT,,9108,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_SORONG_KAB,314,PAPUA BARAT,SORONG,kabupaten,9107,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_SORONG_KOTA,315,PAPUA BARAT,SORONG,kota,9171,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_SORONG_SELATAN,316,PAPUA BARAT,SORONG SELATAN,,9106,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_TELUK_BINTUNI,317,PAPUA BARAT,TELUK BINTUNI,,9104,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
PAPUA_BARAT_TELUK_WONDAMA,318,PAPUA BARAT,TELUK WONDAMA,,9103,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
RIAU_BENGKALIS,319,RIAU,BENGKALIS,,1408,False,
RIAU_DUMAI,320,RIAU,DUMAI,,1473,False,
RIAU_INDRAGIRI_HILIR,321,RIAU,INDRAGIRI HILIR,,1403,False,
RIAU_INDRAGIRI_HULU,322,RIAU,INDRAGIRI HULU,,1402,False,
RIAU_KAMPAR,323,RIAU,KAMPAR,,1406,False,
RIAU_KEPULAUAN_RIAU,324,RIAU,KEPULAUAN RIAU,,2102,False,"historical pre-1999 kab; code chain: 1403 (pre-1999 Riau scheme, 1990 census) → 1410 (2000-census Riau renumbering) → 2002 (Kepri province code 20, ~2002) → 2102 (Kepri province code 21, 2006, as Bintan); assigned 2102 as current-successor code per project policy; sources: World Bank Microdata catalog #1055 (1990 census DDI), Statoids yid.html"
RIAU_KUANTAN_SINGINGI,325,RIAU,KUANTAN SINGINGI,,1401,False,
RIAU_PEKAN_BARU,327,RIAU,PEKAN BARU,,1471,False,
RIAU_PELALAWAN,329,RIAU,PELALAWAN,,1404,False,
RIAU_ROKAN_HILIR,330,RIAU,ROKAN HILIR,,1409,False,
RIAU_ROKAN_HULU,331,RIAU,ROKAN HULU,,1407,False,
RIAU_SIAK,332,RIAU,SIAK,,1405,False,
SULAWESI_BARAT_MAJENE,333,SULAWESI BARAT,MAJENE,,7601,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
SULAWESI_BARAT_MAMASA,334,SULAWESI BARAT,MAMASA,,7603,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
SULAWESI_BARAT_MAMUJU,335,SULAWESI BARAT,MAMUJU,,7604,True,appears under >1 province historically (pre/post province split); province_canonical verified against bps_code_reference.csv province-code prefix on 2026-09-17
SULAWESI_BARAT_PASANG_KAYU,336,SULAWESI BARAT,PASANG KAYU,,7605,False,Mamuju Utara created 2003 from Mamuju; renamed Pasangkayu 2017; in Sulbar from 2004
SULAWESI_BARAT_POLEWALI_MANDAR,337,SULAWESI BARAT,POLEWALI MANDAR,,7602,False,
SULAWESI_SELATAN_BANTAENG,338,SULAWESI SELATAN,BANTAENG,,7303,False,
SULAWESI_SELATAN_BARRU,339,SULAWESI SELATAN,BARRU,,7310,False,
SULAWESI_SELATAN_BONE,340,SULAWESI SELATAN,BONE,,7311,False,
SULAWESI_SELATAN_BULUKUMBA,341,SULAWESI SELATAN,BULUKUMBA,,7302,False,
SULAWESI_SELATAN_ENREKANG,342,SULAWESI SELATAN,ENREKANG,,7316,False,
SULAWESI_SELATAN_GOWA,343,SULAWESI SELATAN,GOWA,,7306,False,
SULAWESI_SELATAN_JENEPONTO,344,SULAWESI SELATAN,JENEPONTO,,7304,False,
SULAWESI_SELATAN_LUWU,346,SULAWESI SELATAN,LUWU,,7317,False,
SULAWESI_SELATAN_LUWU_UTARA,347,SULAWESI SELATAN,LUWU UTARA,,7322,False,
SULAWESI_SELATAN_MAKASSAR,348,SULAWESI SELATAN,MAKASSAR,,7371,False,
SULAWESI_SELATAN_MAROS,349,SULAWESI SELATAN,MAROS,,7308,False,
SULAWESI_SELATAN_PALOPO,350,SULAWESI SELATAN,PALOPO,,7373,False,
SULAWESI_SELATAN_PANGKAJENE_DAN_KEPULAUAN,351,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,,7309,False,
SULAWESI_SELATAN_PANGKAJENE_KEPULAUAN,352,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,,7309,False,DEPRECATED — same district as SULAWESI_SELATAN_PANGKAJENE_DAN_KEPULAUAN (351); all panel rows reassigned to 351 via name_corrections rename entry; official name Pangkajene dan Kepulauan; name mismatch; official BPS name: Pangkajene dan Kepulauan
SULAWESI_SELATAN_PAREPARE,353,SULAWESI SELATAN,PAREPARE,,7372,False,
SULAWESI_SELATAN_PINRANG,354,SULAWESI SELATAN,PINRANG,,7315,False,
SULAWESI_SELATAN_POLEWALI_MAMASA,355,SULAWESI SELATAN,POLEWALI MAMASA,,7602,False,renamed Polewali Mandar 2005; moved to Sulbar 2004; 76xx is current code
SULAWESI_SELATAN_SELAYAR,356,SULAWESI SELATAN,SELAYAR,,7301,False,name variant collapsed — add to name_corrections.csv; renamed Kepulauan Selayar 2008; same code
SULAWESI_SELATAN_SIDENRENG_RAPPANG,357,SULAWESI SELATAN,SIDENRENG RAPPANG,,7314,False,
SULAWESI_SELATAN_SINJAI,358,SULAWESI SELATAN,SINJAI,,7307,False,
SULAWESI_SELATAN_SOPPENG,359,SULAWESI SELATAN,SOPPENG,,7312,False,
SULAWESI_SELATAN_TAKALAR,360,SULAWESI SELATAN,TAKALAR,,7305,False,
SULAWESI_SELATAN_TANA_TORAJA,361,SULAWESI SELATAN,TANA TORAJA,,7318,False,
SULAWESI_SELATAN_UJUNG_PANDANG,362,SULAWESI SELATAN,UJUNG PANDANG,,7371,False,renamed Makassar 1999; same code
SULAWESI_SELATAN_WAJO,363,SULAWESI SELATAN,WAJO,,7313,False,
SULAWESI_TENGAH_BANGGAI,364,SULAWESI TENGAH,BANGGAI,,7202,False,
SULAWESI_TENGAH_BANGGAI_KEPULAUAN,365,SULAWESI TENGAH,BANGGAI KEPULAUAN,,7201,False,
SULAWESI_TENGAH_BUOL,366,SULAWESI TENGAH,BUOL,,7207,False,
SULAWESI_TENGAH_DONGGALA,367,SULAWESI TENGAH,DONGGALA,,7205,False,
SULAWESI_TENGAH_MOROWALI,368,SULAWESI TENGAH,MOROWALI,,7203,False,
SULAWESI_TENGAH_PALU,369,SULAWESI TENGAH,PALU,,7271,False,
SULAWESI_TENGAH_PARIGI_MOUTONG,370,SULAWESI TENGAH,PARIGI MOUTONG,,7208,False,
SULAWESI_TENGAH_POSO,371,SULAWESI TENGAH,POSO,,7204,False,
SULAWESI_TENGAH_TOLITOLI,372,SULAWESI TENGAH,TOLI-TOLI,,7206,False,
SULAWESI_TENGGARA_BUTON,373,SULAWESI TENGGARA,BUTON,,7404,False,
SULAWESI_TENGGARA_KENDARI,374,SULAWESI TENGGARA,KENDARI,kota,7471,False,"Kota Kendari; KAB/KOTA pair with alias row below — early publications list Kab. Kendari (renamed Konawe 2004) under the same base name"
SULAWESI_TENGGARA_KONAWE,376,SULAWESI TENGGARA,KENDARI,kabupaten,7402,False,"alias row: Kab. Kendari = pre-2004 name of Konawe (UU 6/2003); routes 1996-2003 kabupaten Kendari rows to KONAWE. Keep above the canonical KONAWE row (build_panel ref_map is last-wins)"
SULAWESI_TENGGARA_KOLAKA,375,SULAWESI TENGGARA,KOLAKA,,7401,False,
SULAWESI_TENGGARA_KONAWE,376,SULAWESI TENGGARA,KONAWE,,7402,False,
SULAWESI_TENGGARA_MUNA,377,SULAWESI TENGGARA,MUNA,,7403,False,
SULAWESI_UTARA_BITUNG,378,SULAWESI UTARA,BITUNG,,7172,False,
SULAWESI_UTARA_BOLAANG_MONGONDOW,380,SULAWESI UTARA,BOLAANG MONGONDOW,,7101,False,
SULAWESI_UTARA_KEPULAUAN_SANGIHE,381,SULAWESI UTARA,KEPULAUAN SANGIHE,,7103,False,
SULAWESI_UTARA_KEPULAUAN_TALAUD,382,SULAWESI UTARA,KEPULAUAN TALAUD,,7104,False,
SULAWESI_UTARA_KOTAMOBAGO,383,SULAWESI UTARA,KOTAMOBAGO,kota,7174,False,typo: KOTAMOBAGO → Kota Kotamobagu; created 2007 from Bolaang Mongondow
SULAWESI_UTARA_MANADO,384,SULAWESI UTARA,MANADO,,7171,False,
SULAWESI_UTARA_MINAHASA,385,SULAWESI UTARA,MINAHASA,,7102,False,
SULAWESI_UTARA_MINAHASA_SELATAN,386,SULAWESI UTARA,MINAHASA SELATAN,,7105,False,
SULAWESI_UTARA_SANGIHE_TALAUD,387,SULAWESI UTARA,SANGIHE TALAUD,,7103,False,pre-split parent; Kepulauan Sangihe retained 7103; Talaud got 7104
SULAWESI_UTARA_TOMOHON,388,SULAWESI UTARA,TOMOHON,,7173,False,
SUMATERA_BARAT_AGAM,389,SUMATERA BARAT,AGAM,,1307,False,
SUMATERA_BARAT_BUKITTINGGI,391,SUMATERA BARAT,BUKITTINGGI,,1375,False,
SUMATERA_BARAT_DHARMAS_RAYA,392,SUMATERA BARAT,DHARMAS RAYA,,1311,False,
SUMATERA_BARAT_KEPULAUAN_MENTAWAI,393,SUMATERA BARAT,KEPULAUAN MENTAWAI,,1301,False,
SUMATERA_BARAT_LIMA_PULUH_KOTA,394,SUMATERA BARAT,LIMA PULUH KOTA,,1308,False,
SUMATERA_BARAT_PADANG,396,SUMATERA BARAT,PADANG,,1371,False,
SUMATERA_BARAT_PADANG_PANJANG,397,SUMATERA BARAT,PADANG PANJANG,,1374,False,
SUMATERA_BARAT_PADANG_PARIAMAN,398,SUMATERA BARAT,PADANG PARIAMAN,,1306,False,
SUMATERA_BARAT_PARIAMAN,399,SUMATERA BARAT,PARIAMAN,,1377,False,
SUMATERA_BARAT_PASAMAN,400,SUMATERA BARAT,PASAMAN,,1309,False,
SUMATERA_BARAT_PAYAKUMBUH,401,SUMATERA BARAT,PAYAKUMBUH,,1376,False,
SUMATERA_BARAT_PESISIR_SELATAN,403,SUMATERA BARAT,PESISIR SELATAN,,1302,False,
SUMATERA_BARAT_SAWAH_LUNTO,404,SUMATERA BARAT,SAWAH LUNTO,,1373,False,
SUMATERA_BARAT_SAWAHLUNTOSIJUNJUNG,406,SUMATERA BARAT,SAWAHLUNTO/SIJUNJUNG,,1304,False,renamed Sijunjung 2008; same code
SUMATERA_BARAT_SIJUNJUNG,407,SUMATERA BARAT,SIJUNJUNG,,1304,False,
SUMATERA_BARAT_SOLOK_KAB,408,SUMATERA BARAT,SOLOK,kabupaten,1303,False,
SUMATERA_BARAT_SOLOK_KOTA,409,SUMATERA BARAT,SOLOK,kota,1372,False,
SUMATERA_BARAT_TANAH_DATAR,410,SUMATERA BARAT,TANAH DATAR,,1305,False,
SUMATERA_SELATAN_BANYUASIN,411,SUMATERA SELATAN,BANYUASIN,,1607,False,
SUMATERA_SELATAN_LAHAT,412,SUMATERA SELATAN,LAHAT,,1604,False,
SUMATERA_SELATAN_LUBUK_LINGGAU,413,SUMATERA SELATAN,LUBUK LINGGAU,,1674,False,
SUMATERA_SELATAN_MUARA_ENIM,414,SUMATERA SELATAN,MUARA ENIM,,1603,False,
SUMATERA_SELATAN_MUSI_BANYUASIN,415,SUMATERA SELATAN,MUSI BANYUASIN,,1606,False,
SUMATERA_SELATAN_MUSI_RAWAS,416,SUMATERA SELATAN,MUSI RAWAS,,1605,False,
SUMATERA_SELATAN_OGAN_KOMERING_ILIR,418,SUMATERA SELATAN,OGAN KOMERING ILIR,,1602,False,
SUMATERA_SELATAN_OGAN_KOMERING_ULU,419,SUMATERA SELATAN,OGAN KOMERING ULU,,1601,False,
SUMATERA_SELATAN_PAGAR_ALAM,420,SUMATERA SELATAN,PAGAR ALAM,,1673,False,
SUMATERA_SELATAN_PALEMBANG,421,SUMATERA SELATAN,PALEMBANG,,1671,False,
SUMATERA_SELATAN_PRABUMULIH,423,SUMATERA SELATAN,PRABUMULIH,,1672,False,
SUMATERA_UTARA_ASAHAN,424,SUMATERA UTARA,ASAHAN,,1209,False,
SUMATERA_UTARA_BINJAI,425,SUMATERA UTARA,BINJAI,,1276,False,
SUMATERA_UTARA_DAIRI,426,SUMATERA UTARA,DAIRI,,1211,False,
SUMATERA_UTARA_DELI_SERDANG,427,SUMATERA UTARA,DELI SERDANG,,1207,False,
SUMATERA_UTARA_KARO,428,SUMATERA UTARA,KARO,,1206,False,
SUMATERA_UTARA_LABUHAN_BATU,429,SUMATERA UTARA,LABUHAN BATU,,1210,False,
SUMATERA_UTARA_LANGKAT,430,SUMATERA UTARA,LANGKAT,,1205,False,
SUMATERA_UTARA_MANDAILING_NATAL,431,SUMATERA UTARA,MANDAILING NATAL,,1213,False,
SUMATERA_UTARA_MEDAN,432,SUMATERA UTARA,MEDAN,,1275,False,
SUMATERA_UTARA_NIAS,433,SUMATERA UTARA,NIAS,,1204,False,
SUMATERA_UTARA_PADANG_SIDEMPUAN,434,SUMATERA UTARA,PADANG SIDEMPUAN,,1277,False,typo: SIDEMPUAN → BPS Padangsidimpuan; Kota created 2001
SUMATERA_UTARA_PEMATANG_SIANTAR,436,SUMATERA UTARA,PEMATANG SIANTAR,,1273,False,
SUMATERA_UTARA_SIBOLGA,437,SUMATERA UTARA,SIBOLGA,,1271,False,
SUMATERA_UTARA_SIMALUNGUN,438,SUMATERA UTARA,SIMALUNGUN,,1208,False,
SUMATERA_UTARA_TANJUNG_BALAI,439,SUMATERA UTARA,TANJUNG BALAI,,1272,False,
SUMATERA_UTARA_TAPANULI_SELATAN,440,SUMATERA UTARA,TAPANULI SELATAN,,1203,False,
SUMATERA_UTARA_TAPANULI_TENGAH,441,SUMATERA UTARA,TAPANULI TENGAH,,1201,False,
SUMATERA_UTARA_TAPANULI_UTARA,442,SUMATERA UTARA,TAPANULI UTARA,,1202,False,
SUMATERA_UTARA_TEBING_TINGGI,443,SUMATERA UTARA,TEBING TINGGI,,1274,False,
SUMATERA_UTARA_TOBA_SAMOSIR,444,SUMATERA UTARA,TOBA SAMOSIR,,1212,False,
ACEH_LHOKSEUMAWE,445,ACEH,LHOKSEUMAWE,,1174,False,
SULAWESI_TENGGARA_BAUBAU,446,SULAWESI TENGGARA,BAUBAU,,7472,False,
JAWA_BARAT_BANJAR,447,JAWA BARAT,BANJAR,,3279,False,
