district_id,district_num,province_canonical,district_name_2000,admin_type,bps_code,multi_province_flag,notes
JAWA_TIMUR_MOJOKERTO_KOTA,156,JAWA TIMUR,MOJOKERTO,kota,3576,False,
JAWA_TIMUR_NGANJUK,157,JAWA TIMUR,NGANJUK,,3518,False,
JAWA_TIMUR_NGAWI,158,JAWA TIMUR,NGAWI,,3521,False,
JAWA_TIMUR_PACITAN,159,JAWA TIMUR,PACITAN,,3501,False,
JAWA_TIMUR_PAMEKASAN,160,JAWA TIMUR,PAMEKASAN,,3528,False,
JAWA_TIMUR_PASURUAN_KAB,161,JAWA TIMUR,PASURUAN,kabupaten,3514,False,
JAWA_TIMUR_PASURUAN_KOTA,162,JAWA TIMUR,PASURUAN,kota,3575,False,
JAWA_TIMUR_PONOROGO,163,JAWA TIMUR,PONOROGO,,3502,False,
JAWA_TIMUR_PROBOLINGGO_KAB,164,JAWA TIMUR,PROBOLINGGO,kabupaten,3513,False,
JAWA_TIMUR_PROBOLINGGO_KOTA,165,JAWA TIMUR,PROBOLINGGO,kota,3574,False,
JAWA_TIMUR_SAMPANG,166,JAWA TIMUR,SAMPANG,,3527,False,
JAWA_TIMUR_SIDOARJO,167,JAWA TIMUR,SIDOARJO,,3515,False,
JAWA_TIMUR_SITUBONDO,168,JAWA TIMUR,SITUBONDO,,3512,False,
JAWA_TIMUR_SUMENEP,169,JAWA TIMUR,SUMENEP,,3529,False,
JAWA_TIMUR_SURABAYA,170,JAWA TIMUR,SURABAYA,,3578,False,
JAWA_TIMUR_TRENGGALEK,171,JAWA TIMUR,TRENGGALEK,,3503,False,
JAWA_TIMUR_TUBAN,172,JAWA TIMUR,TUBAN,,3523,False,
JAWA_TIMUR_TULUNGAGUNG,173,JAWA TIMUR,TULUNGAGUNG,,3504,False,
KALIMANTAN_BARAT_BENGKAYANG,174,KALIMANTAN BARAT,BENGKAYANG,,6102,False,
KALIMANTAN_BARAT_KAPUAS_HULU,175,KALIMANTAN BARAT,KAPUAS HULU,,6108,False,
KALIMANTAN_BARAT_KETAPANG,176,KALIMANTAN BARAT,KETAPANG,,6106,False,
KALIMANTAN_BARAT_LANDAK,177,KALIMANTAN BARAT,LANDAK,,6103,False,
KALIMANTAN_BARAT_PONTIANAK_KAB,179,KALIMANTAN BARAT,PONTIANAK,kabupaten,6104,False,
