No,Kode Provinsi,Nama Provinsi,Kode Kab./Kota,Nama Daerah,Klasifikasi,Kode Induk,Daerah Induk,Tahun Mekar(UU),Tahun DAU
474,91,Papua Barat,9102,"Kaimana, Kab.",Daerah Anak,9101.0,"Fak-Fak, Kab.",2002.0,2004.0
475,91,Papua Barat,9103,"Teluk Wondama, Kab.",Daerah Anak,9105.0,"Manokwari, Kab.",2002.0,2004.0
476,91,Papua Barat,9104,"Teluk Bintuni, Kab.",Daerah Anak,9105.0,"Manokwari, Kab.",2002.0,2006.0
477,91,Papua Barat,9106,"Sorong Selatan, Kab.",Daerah Anak,9107.0,"Sorong, Kab.",2002.0,2004.0
478,91,Papua Barat,9108,"Raja Ampat, Kab.",Daerah Anak,9107.0,"Sorong, Kab.",2002.0,2004.0
479,91,Papua Barat,9109,"Tambrauw, Kab.",Daerah Anak,9107.0,"Sorong, Kab.",2008.0,2010.0
480,91,Papua Barat,9110,"Maybrat, Kab.",Daerah Anak,9107.0,"Sorong, Kab.",2009.0,2010.0
481,91,Papua Barat,9111,"Manokwari Selatan, Kab.",Daerah Anak,9105.0,"Manokwari, Kab.",2012.0,2014.0
482,91,Papua Barat,9112,"Pegunungan Arfak, Kab.",Daerah Anak,9105.0,"Manokwari, Kab.",2012.0,2014.0
483,94,Papua,9409,"Biak Numfor, Kab.",Daerah Induk,,,,
484,94,Papua,9403,"Jayapura, Kab.",Daerah Induk,,,,
485,94,Papua,9402,"Jayawijaya, Kab.",Daerah Induk,,,,
486,94,Papua,9401,"Merauke, Kab.",Daerah Induk,,,,
487,94,Papua,9412,"Mimika, Kab.",Tidak Mekar,,,,
488,94,Papua,9404,"Nabire, Kab.",Daerah Induk,,,,
489,94,Papua,9410,"Paniai, Kab.",Daerah Induk,,,,
490,94,Papua,9411,"Puncak Jaya, Kab.",Daerah Induk,,,,
491,94,Papua,9408,"Yapen Waropen, Kab.",Daerah Induk,,,,
492,94,Papua,9471,"Jayapura, Kota",Tidak Mekar,,,,
493,94,Papua,9419,"Sarmi, Kab.",Daerah Anak,9403.0,"Jayapura, Kab.",2002.0,2006.0
494,94,Papua,9420,"Keerom, Kab.",Daerah Anak,9403.0,"Jayapura, Kab.",2002.0,2006.0
495,94,Papua,9417,"Pegunungan Bintang, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2002.0,2006.0
496,94,Papua,9416,"Yahukimo, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2002.0,2005.0
497,94,Papua,9418,"Tolikara, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2002.0,2005.0
498,94,Papua,9415,"Asmat, Kab.",Daerah Anak,9401.0,"Merauke, Kab.",2002.0,2007.0
499,94,Papua,9413,"Boven Digoel, Kab",Daerah Anak,9401.0,"Merauke, Kab.",2002.0,2005.0
500,94,Papua,9414,"Mappi, Kab.",Daerah Anak,9401.0,"Merauke, Kab.",2002.0,2007.0
501,94,Papua,9426,"Waropen, Kab.",Daerah Anak,9408.0,"Yapen Waropen, Kab.",2002.0,2007.0
502,94,Papua,9427,"Supiori, Kab.",Daerah Anak,9409.0,"Biak Numfor, Kab.",2003.0,2005.0
503,94,Papua,9428,"Mamberamo Raya, Kab.",Daerah Anak,9419.0,"Sarmi, Kab.",2007.0,2008.0
504,94,Papua,9431,"Mamberamo Tengah, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2008.0,2010.0
505,94,Papua,9432,"Yalimo, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2008.0,2009.0
506,94,Papua,9430,"Lanny Jaya, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2008.0,2009.0
507,94,Papua,9429,"Nduga, Kab.",Daerah Anak,9402.0,"Jayawijaya, Kab.",2008.0,2009.0
508,94,Papua,9433,"Puncak, Kab.",Daerah Anak,9411.0,"Puncak Jaya, Kab.",2008.0,2009.0
509,94,Papua,9434,"Dogiyai, Kab.",Daerah Anak,9404.0,"Nabire, Kab.",2008.0,2010.0
510,94,Papua,9435,"Intan Jaya, Kab.",Daerah Anak,9410.0,"Paniai, Kab.",2008.0,2010.0
511,94,Papua,9436,"Deiyai, Kab.",Daerah Anak,9410.0,"Paniai, Kab.",2008.0,2010.0
