province_name,regency_code,region_name_raw,name_flag,year,year_flag,value,value_flag,table_header_raw,table_header_english,page_number,table_number,raw_text_hash
ACEH,01,Kab. Simeulue,,2005,,267,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,6dd843f530b1
ACEH,02,Kab. Aceh Singkil,,2005,,709,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,006340868d25
ACEH,75,Kota Subulussalam,#),2005,,−,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,bb46441ba73e
ACEH,03,Kab. Aceh Selatan,,2005,,1.491,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,afa0e711ad63
ACEH,04,Kab. Aceh Tenggara,,2005,,649,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,81faae91e1e7
ACEH,05,Kab. Aceh Timur,,2005,,5.624,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,5952e12df884
ACEH,,Kab. Aceh Timur,1),2005,,1.891,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,a8f1a47c2541
ACEH,06,Kab. Aceh Tengah,,2005,,1.302,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,6f1e69e61c77
ACEH,07,Kab. Aceh Barat,,2005,,1.317,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,31bd0a515cbe
ACEH,08,Kab. Aceh Besar,,2005,,2.620,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,48f114b480c2
ACEH,09,Kab. Pidie,,2005,,2.288,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,d521d4b1d06b
ACEH,18,Kab. Pidie Jaya,#),2005,,−,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2005 - 2009 (Miliar Rupiah)/","GRDP the Province of Aceh at Current Market Prices By Regencies/Municipalities, 2005 - 2009 (Billion Rupiahs)",2,1,c80f20647cbf
