province_name,regency_code,region_name_raw,name_flag,year,year_flag,value,value_flag,table_header_raw,table_header_english,page_number,table_number,raw_text_hash
ACEH,01,Kab. Simeulue,,2005,,3.411,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,ef25e48bc400
ACEH,02,Kab. Aceh Singkil,,2005,,4.779,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,5222d38cf4ac
ACEH,75,Kota Subulussalam,#),2005,,−,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,bb0fbe5f58fb
ACEH,03,Kab. Aceh Selatan,,2005,,7.786,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,f78d26ebb959
ACEH,04,Kab. Aceh Tenggara,,2005,,3.841,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,a026705e4db4
ACEH,05,Kab. Aceh Timur,,2005,,18.461,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,3f826f21d94e
ACEH,,Kab. Aceh Timur,1),2005,,6.206,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,f5e3f9999585
ACEH,06,Kab. Aceh Tengah,,2005,,8.109,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,d5df275b492d
ACEH,07,Kab. Aceh Barat,,2005,,8.756,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,a80e6842252e
ACEH,08,Kab. Aceh Besar,,2005,,8.834,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,a9215cd074fa
ACEH,09,Kab. Pidie,,2005,,4.823,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,d458e3f6a336
ACEH,18,Kab. Pidie Jaya,#),2005,,−,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,60fe60331b8e
ACEH,10,Kab. Bireun,,2005,,7.352,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,e9bf17f344e7
ACEH,11,Kab. Aceh Utara,,2005,,21.956,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,534921b110bb
ACEH,,Kab. Aceh Utara,1),2005,,6.218,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,a8a3910b48dd
ACEH,12,Kab. Aceh Barat Daya,,2005,,6.866,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,487648dcf655
ACEH,13,Kab. Gayo Lues,,2005,,6.063,,"PDRB Per Kapita Atas Dasar Harga Berlaku Di Provinsi Aceh Menurut Kabupaten/Kota, 2005 - 2009 (Ribu Rupiah)/","Per Capita GRDP at Current Market Prices By Regencies/Municipalities, in Aceh, 2005 - 2009 (Thousand Rupiahs)",2,1,6b1872a97bb0
