province_name,regency_code,region_name_raw,name_flag,year,year_flag,value,value_flag,table_header_raw,table_header_english,page_number,table_number,raw_text_hash
ACEH,01,Kab. Simeulue,,2008,,431,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,3ce489eeb3da
ACEH,02,Kab. Aceh Singkil,,2008,,580,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,408bc37b756b
ACEH,03,Kab. Aceh Selatan,,2008,,2.054,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,c106893d939e
ACEH,04,Kab. Aceh Tenggara,,2008,,1 .217,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,ff05033bddc3
ACEH,05,Kab. Aceh Timur,,2008,,7.308,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,f4eeb75a9bf4
ACEH,,Kab. Aceh Timur,1),2008,,3.248,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,b078091ecf8c
ACEH,06,Kab. Aceh Tengah,,2008,,2.161,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,d8caa09dcd23
ACEH,07,Kab. Aceh Barat,,2008,,2.415,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,e9943ffd2f23
ACEH,08,Kab. Aceh Besar,,2008,,4.413,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,a5a11a32e8b4
ACEH,09,Kab. Pidie,,2008,,3.125,,"PDRB Provinsi Aceh Atas Dasar Harga Berlaku Menurut Kabupaten/Kota, 2008 - 2012 (Miliar Rupiah)","GRDP of the province of Aceh at Current Market Prices By Regency/Municipality, 2008 - 2012 (Billion Rupiahs)",3,1,495ec51cefd6
