Provinces Name,"Provinces Code","Series Name","Series Code","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Bali, Prop.","ID.BA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","5024698.078075","5471955.987491","6248663.644921","7864718.411215","9260103.790361","9219544.386647","9364916.966278","10087062.651302","11317674.099097","12105400.567079","13129989.21733","14092762.783064","15197129.130746","16414025.289537","17353913.875117","16699526.545481","16795152.997158","17268228.46","17879875.31","18423860.69","19080895.84","19963243.81","21072444.79","22184679.28","23497047.07","24900571.98","26228275.39","27756113.77","30757775.39","..","..","..","..","..","..","..","..",".."
"Bali, Prop.","ID.BA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","17268228.46","20190206.38","23856437.95","26167941.92","28986595.66","33946467.53","37388484.9","42336424.4","49922604.45","57579254.27","64567004.85","74029156.25","..","..","..","..","..","..","..","..",".."
"Bali, Prop.","ID.BA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","2838631.070552","3331935.766868","3463758.256069","3756205.905741","3576954.770742","3786517.868183","4307760.665114","5024698.078075","5471955.987491","6248663.644921","7864718.411215","9260103.790361","9219544.386647","9364916.966278","10087062.651302","11317674.099097","12105400.567079","13129989.21733","14092762.783064","15197129.130746","16414025.289537","17353913.875117","16699526.545481","16795152.997158","17268228.46","17879875.31","18423860.69","19080895.84","19963243.81","21072444.79","22184679.28","23497047.07","24900571.98","26228275.39","27756113.77","30757776.28","32804381.36","..","..","..","..","..","..","..",".."
"Bali, Prop.","ID.BA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","17268228.46","20190206.38","23856437.95","26167941.92","28986595.66","33946467.53","37388484.9","42336424.4","49922604.45","57579254.27","64567004.85","74029157.55","83939294.21","..","..","..","..","..","..","..",".."
"Bali, Prop.","ID.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","93749349.73734","99991631.92861","106951464.95377","114103580.75418","121787574.71887","129126562.21024","137286328.14311","144964204.08826","154072662.62","162694325",".."
"Bali, Prop.","ID.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","93749349.73734","104612189.30578","117987403.30334","134407529.19131","156395732.16442","176412667.65933","194617982.87969","215360919.21289","233636772.68","252138879.51",".."
"Bali, Prop.","ID.BA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","2556429","2586330","2616780","2647798","2679397","2711588","2744388","2782600","2807500","2832000","2856000","2879500","2895649","2924400","2902900","2966900","2987000","3111402","3197107.89153548","3273502.85046814","3448936.74047487","3513249.61051473","3578538.16696733","3619133.00005908","3687680.89530002","3756057.34042178","3823774.69252168","3907423","3957563","4007236","4056343","4104890","4152833","4200069","4246528","4292154","4336923","4380824"
"Banten, Prop.","ID.BT","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","45690559.04","47495383.36","49449321.34","51957457.73","54880406.5","58106948.22","61341658.64","65046775.77","68802910.3","72031120.61","76307357.69","94206710.94","..","..","..","..","..","..","..","..",".."
"Banten, Prop.","ID.BT","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","45690559.04","52643097.41","60612554.33","66575296.75","73713784.4","84622803.32","97867273.39","107499652.42","122490654.25","133048007.12","148976218.93","192227500","..","..","..","..","..","..","..","..",".."
"Banten, Prop.","ID.BT","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","45690559.04","47495383.36","49449321.34","51957457.73","54880406.5","58106948.22","61341658.64","65046775.77","68802910.3","72031120.61","76307357.69","94206710.58","99999845.87","..","..","..","..","..","..","..",".."
"Banten, Prop.","ID.BT","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","45690559.04","52643097.41","60612554.33","66575296.75","73713784.4","84622803.32","97867273.39","107499652.42","122490654.25","133048007.12","148976218.93","192227499.91","212856629.72","..","..","..","..","..","..","..",".."
"Banten, Prop.","ID.BT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","271465283.22855","290545838.91878","310385592.46541","331099105.5031","349351227.65871","368377203.02299","387824352.75381","409959694.09455","433850000","457970000",".."
"Banten, Prop.","ID.BT","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","271465283.22855","306174286.36024","338224929.33597","377836082.24121","428740068.90467","479300443.65461","518271322.69691","564429156.26158","615870000","664810000",".."
"Banten, Prop.","ID.BT","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","4509505","4689731","4878546","5076416","5283826","5501296","5729370","5646600","5849100","6058000","6273400","6495400","7099892","6958200","7200000","7449000","7704800","8054034","8227712.80461225","8501890.77631171","8918818.50867164","9373523.7602741","9620971.96963158","9617997.13925683","9865493.64184894","10117334.8794593","10372908.4553208","10688600","10943782","11198596","11452491","11704877","11955243","12203148","12448160","12689736","12927316","13160496"
"Bengkulu, Prop.","ID.BE","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","1503280.209661","1860677.579603","1990708.991774","2299261.825124","2867959.597135","2954909.187034","3134968.842078","3090864.060869","3349666.072615","3590296.653363","3914855.363184","4154398.138541","4455995.765339","4704334.863663","4853630.314902","4528978.676384","4682149.365217","4868099","5070101.65","5310017.09","5595028.74","5896255.33","6239364.35","6610625.72","7008964.56","7441873.07","7857329.59","8330345.23","8877826.17","..","..","..","..","..","..","..","..",".."
"Bengkulu, Prop.","ID.BE","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4868099","5508255.29","6276077.18","7251984.57","8104893.79","10134450.54","11397004.21","12820320.84","14915886.85","15920849.25","18036964.48","21269197.27","..","..","..","..","..","..","..","..",".."
"Bengkulu, Prop.","ID.BE","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","128290.280922","146269.814273","152846.045157","-3456140.014844","1192629.154327","1193116.130806","1281823.434991","1503280.209661","1860677.579603","1990708.991774","2299261.825124","2867959.597135","2954909.187034","3134968.842078","3090864.060869","3349666.072615","3590296.653363","3914855.363184","4154398.138541","4455995.765339","4704334.863663","4853630.314902","4528978.676384","4682149.365217","4868099","5070101.65","5310017.09","5595028.74","5896255.33","6239364.35","6610625.72","7008964.56","7441873.07","7857329.59","8330345.23","8877826.53","9464274.23","..","..","..","..","..","..","..",".."
"Bengkulu, Prop.","ID.BE","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4868099","5508255.29","6276077.18","7251984.57","8104893.79","10134450.54","11397004.21","12820320.84","14915886.85","15920849.25","18036964.48","21269197.6","24173272.22","..","..","..","..","..","..","..",".."
"Bengkulu, Prop.","ID.BE","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","28352571.99475","30295054.19832","32363037.83306","34326371.68439","36207145.90759","38066005.71546","40079870.82912","42080012.61376","43989179","46345450",".."
"Bengkulu, Prop.","ID.BE","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","28352571.99475","32199706.90484","36207676.95685","40565490.15326","45389903.76653","50334017.69903","55394073.03309","60675678.06843","66402992","72109468",".."
"Bengkulu, Prop.","ID.BE","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","867335","904352","943578","985176","1029328","1076225","1126081","1187300","1230600","1274900","1320400","1367100","1409117","1464200","1514500","1566100","1618900","1562085","1610970.57974273","1661550.37444668","1531640.44430918","1557909.5327179","1609475.53318929","1604909.82305344","1632663.91152979","1660493.4599092","1688132.13839205","1722128","1752956","1783725","1814357","1844788","1874944","1904793","1934269","1963300","1991838","2019848"
"DI Yogyakarta, Prop.","ID.YO","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","5733318.005893","6688422.894675","7295681.708375","7882084.451904","9166288.93495","8835182.59857","8892195.975224","8966965.797081","9601363.500012","10297388.947498","11258665.25894","12168330.884914","13100932.590705","14123695.801696","14607885.060716","13056896.66464","13158875.661812","13480598.42","14055070.59","14687284.33","15360408.85","16146423.77","16910876.87","17535749.31","18291511.71","19212481.03","20064256.65","21044041.54","22129707.03","..","..","..","..","..","..","..","..",".."
"DI Yogyakarta, Prop.","ID.YO","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13480598.42","15228674.82","17521778.26","19613418.2","22023880.34","25337603.43","29417348.99","32916736.41","38101684.5","41407049.5","45625589.5","51782093.75","..","..","..","..","..","..","..","..",".."
"DI Yogyakarta, Prop.","ID.YO","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","4177629.948382","4273616.711214","4435609.448381","4838673.096611","4815072.428891","4566100.007125","5204801.317043","5733318.005893","6688422.894675","7295681.708375","7882084.451904","9166288.93495","8835182.59857","8892195.975224","8966965.797081","9601363.500012","10297388.947498","11258665.25894","12168330.884914","13100932.590705","14123695.801696","14607885.060716","13056896.66464","13158875.661812","13480598.42","14055070.59","14687284.33","15360408.85","16146423.77","16910876.87","17535749.31","18291511.71","19212481.03","20064256.65","21044041.54","22131774.05","23309218.37","..","..","..","..","..","..","..",".."
"DI Yogyakarta, Prop.","ID.YO","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13480598.42","15228674.82","17521778.26","19613418.2","22023880.34","25337603.43","29417348.99","32916736.41","38101684.5","41407049.5","45625589.5","51785149.57","57034383.25","..","..","..","..","..","..","..",".."
"DI Yogyakarta, Prop.","ID.YO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","64678968.19534","68049874.4431","71702449.18425","75627449.58611","79536081.75327","83474451.54634","87688199.84069","92300659.82414","98024014.32","104487543.79",".."
"DI Yogyakarta, Prop.","ID.YO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","64678968.19534","71369958.13072","77247860.58912","84924542.92052","92842484.24948","101440518.43569","110009486.8942","119172905.56005","129818357.93","141068182.98",".."
"DI Yogyakarta, Prop.","ID.YO","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","2797278","2813177","2829283","2845604","2862138","2878889","2895860","2915200","2916700","2917900","2918300","2918000","2916779","2914600","2911800","2908000","2903200","3121701","3137260.95091156","3152885.37438364","3168569.22981777","3195384.99631913","3244420.42921406","3355602.01771125","3382085.79156221","3407968.36774334","3433113.5382649","3467489","3509997","3552462","3594854","3637116","3679176","3720912","3762167","3802872","3842932","3882288"
"DKI Jakarta, Prop.","ID.JK","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","89317489.804924","105179775.751005","124517702.298727","129300240.638005","143477427.143632","144721529.142414","143618994.60541","154159582.367612","166810539.740183","177334342.253212","198689365.842321","215764482.713937","234525285.806387","255034352.700234","267065231.983693","222292166.252779","219321599.935511","226573455.1","237381406.06","249097904.76","262564635.99","277537330.52","294354566.6","311893651.43","332033912.3","352785391.86","370533470.23","394714481.77","421246156.25","..","..","..","..","..","..","..","..",".."
"DKI Jakarta, Prop.","ID.JK","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","226573455.1","262326835.42","298806792.22","333260777.29","374200318.4","431900923.79","499354112.07","563813266.95","673865997.17","754540833.35","858454629.37","977587062.5","..","..","..","..","..","..","..","..",".."
"DKI Jakarta, Prop.","ID.JK","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","44924791.008349","51068717.28401","56031056.040871","59912612.909298","64314293.996486","69717754.877872","84862999.24488","89317489.804924","105179775.751005","124517702.298727","129300240.638005","143477427.143632","144721529.142414","143618994.60541","154159582.367612","166810539.740183","177334342.253212","198689365.842321","215764482.713937","234525285.806387","255034352.700234","267065231.983693","222292166.252779","219321599.935511","227861239.18","238656137.26","250331156.55","263624241.89","278524822.22","295270543.61","312826712.76","332971254.83","353723390.53","371469499.1","395664497.61","422237210.44","449820772.61","..","..","..","..","..","..","..",".."
"DKI Jakarta, Prop.","ID.JK","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","227861239.18","263691915.08","299967604.64","334331300.28","375561523.01","433860252.9","501771740.87","566449360.08","677044743.16","757696594.05","862158910.75","982521418.65","1103737591.68","..","..","..","..","..","..","..",".."
"DKI Jakarta, Prop.","ID.JK","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1075183480.81374","1147558226.4119","1222527924.89166","1296694573.47252","1373389129.11489","1454563847.37863","1540078197.74685","1635855749.57901","1736709480","1840384580",".."
"DKI Jakarta, Prop.","ID.JK","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1075183480.67107","1224218484.50693","1369432639.10879","1546876491.41658","1762316399.06221","1989088747.70847","2176632853.06004","2410373403.76604","2627408920","2851071780",".."
"DKI Jakarta, Prop.","ID.JK","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","7307000","7585000","7913500","8207200","8498700","8803700","9104800","8259600","8434600","8614400","8796800","8979500","9160500","9258700","9373900","9489400","9605000","8360800","8494986.13925056","8631086.02020463","6857386.16809054","7069782.82643555","7174113.14976719","9158999.34058232","9275824.37851696","9389763.49282071","9499331.89171481","9640406","9752101","9862088","9969948","10075310","10177924","10277628","10374235","10467629","10557810","10644986"
"Gorontalo, Prop.","ID.GO","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1473274.72","1554971.75","1655327.91","1769187.99","1891763.26","2027722.84","2175815.19","2339217.51","2520672.95","2710737.05","2917491.33","3141458.01","..","..","..","..","..","..","..","..",".."
"Gorontalo, Prop.","ID.GO","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1473274.72","1822824.3","2148436.09","2479719.69","2801544.32","3480566.61","4062284.96","4760695.43","5906736.28","7069054.18","8056512.92","9153668.95","..","..","..","..","..","..","..","..",".."
"Gorontalo, Prop.","ID.GO","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1473274.72","1554971.75","1655327.91","1769187.99","1891763.26","2027722.84","2175815.19","2339217.51","2520672.95","2710737.05","2917491.33","3141458.12","3383619.83","..","..","..","..","..","..","..",".."
"Gorontalo, Prop.","ID.GO","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1473274.72","1822824.3","2148436.09","2479719.69","2801544.32","3480566.61","4062284.96","4760695.43","5906736.28","7069054.18","8056512.92","9153669.04","10368090.06","..","..","..","..","..","..","..",".."
"Gorontalo, Prop.","ID.GO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15475736.81333","16669089.60454","17987074.8683","19367572.58569","20775803.25217","22068802.61481","23507623.72656","25092733.74685","26719260","28428430",".."
"Gorontalo, Prop.","ID.GO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15475736.81333","17406525.20978","19669716.40426","22129276.86454","25193783.04438","28493416.94662","31702118.54298","34547561.42273","37731380","41143580",".."
"Gorontalo, Prop.","ID.GO","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","632818","644037","655457","667081","678912","690954","703210","717500","728000","738500","748900","759500","769517","780300","790600","800800","810800","840386","854615.181503968","859775.306309593","1005860.25172744","1048572.07454807","1093063.44522757","973827.797810146","990495.403523857","1007103.18683034","1023683.29976414","1044814","1062561","1080287","1097990","1115633","1133237","1150765","1168190","1185492","1202631","1219576"
"Jambi, Prop.","ID.JA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","2128462.036705","2490349.496297","2965025.465715","3063142.211463","3640583.926975","3016330.552326","2887940.414327","2996647.376632","3600377.379685","3945505.269843","4245054.79272","4658535.098913","4743371.930973","4922556.570855","5546815.547236","5908968.809239","6121761.549316","6779406.688804","7316466.892306","7930720.930803","8578725.104832","8845837.969404","8040739.650181","8264495.647577","8431224.02","8724131.2","9264356.3","9778184.82","10411851.29","11062278.12","11985807.07","12775067.05","13716456.16","14675262.29","15672007.88","16765025.39","..","..","..","..","..","..","..","..",".."
"Jambi, Prop.","ID.JA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8431224.02","9711073.84","11513583.86","13452425.4","15666192.29","18403955.76","22080155.35","26193640.61","31271223.98","36755123.42","45092786.15","52609343.75","..","..","..","..","..","..","..","..",".."
"Jambi, Prop.","ID.JA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","2345495.486127","2668422.533136","3127631.117545","3229578.480565","3831580.345306","3396425.732179","3226718.725947","3283304.445525","3735765.253033","4089883.504521","4394295.893748","4713796.776216","4806419.862345","5013051.107838","5652286.094407","6186049.178872","6393613.054056","7034420.952483","7603889.93898","8219339.069299","8956275.478473","9296395.197036","8900579.542137","9174450.910464","9569242.41","10205592.3","10803423.29","11343279.54","11953885.47","12619972.18","13363620.73","14275161.32","15297770.57","16274907.72","17465253.43","18963517.5","20373532.62","..","..","..","..","..","..","..",".."
"Jambi, Prop.","ID.JA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9569242.41","11531784.41","13940537.87","15928520.66","18487943.74","22487011.44","26061773.93","32076677.16","41056483.56","44127005.65","53816693.03","63355314.47","72654164.62","..","..","..","..","..","..","..",".."
"Jambi, Prop.","ID.JA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","90618411.27203","97740873.96404","104615082.11915","111766130.95186","119991444.68538","125037398.04452","130501132.09305","136556706.06537","142968294","149142600",".."
"Jambi, Prop.","ID.JA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","90618411.27203","103522912.66494","115070400.0592","129976040.48969","144814418.30142","155065655.98762","171654184.09135","191098712.02804","208366830","217711780",".."
"Jambi, Prop.","ID.JA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","1594971","1648493","1704082","1761823","1821807","1884123","1948875","2029500","2097200","2166400","2237300","2309700","2369959","2458700","2535000","2613700","2693300","2407166","2482505.09200128","2560066.33022223","2639908.39804646","2702754.80781555","2755275.19262822","2815490.28802424","2883743.45563318","2952755.47416508","3022257.16784402","3107610","3167578","3227096","3286070","3344421","3402052","3458926","3515017","3570272","3624579","3677894"
"Jawa Barat, Prop.","ID.JR","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","41957148.101917","44720888.96827","45226593.694079","53194152.717096","51608163.36327","52220534.445563","59746537.640421","62510328.569732","74040041.099781","88884927.918114","99384786.900874","113388854.121744","117846900.29404","128648343.204289","137094364.703581","152403501.562531","166370132.556612","179151353.89235","193677215.365267","211061307.443807","229270635.078476","240734448.187603","197197405.382522","204611454.312493","184965508.36","192034328","199761226.72","209644869.3","220295696.6","234010928.21","248774393.47","265834045.02","282745298.81","294324391.61","312842537.4","334457125","..","..","..","..","..","..","..","..",".."
"Jawa Barat, Prop.","ID.JR","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","184965508.36","208031513.5","230943495.62","264355239.48","292328155.47","370693823.21","448250513.46","501445228.72","596917065.68","658040583.62","737657049.76","824061937.5","..","..","..","..","..","..","..","..",".."
"Jawa Barat, Prop.","ID.JR","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","44202215.322467","47667791.018074","47947547.551074","55911209.301665","54860933.998755","58074620.628152","65240928.827035","68138892.995758","81873143.866292","99479994.003709","108528720.423242","119411536.187161","124260874.629294","134633149.532793","144080160.064563","161852008.454609","174612237.851192","187066156.715424","200919666.668608","217928149.745771","238250618.37953","249864503.29038","206401505.951477","212141047.679182","195943004.89","202131382.92","209731189.42","219525220.65","230003495.86","242883881.74","257499445.75","274180307.83","291205836.7","303405250.51","321875841.47","343111243.18","364405405.68","..","..","..","..","..","..","..",".."
"Jawa Barat, Prop.","ID.JR","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","195943004.89","218525216.35","241468938.67","275721680.6","305703401.83","389244653.84","473187292.62","526608764.85","633283483.36","689841314.34","770660505.05","860981992.17","946860770.81","..","..","..","..","..","..","..",".."
"Jawa Barat, Prop.","ID.JR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","906685760.40493","965622061.0988","1028409739.51043","1093543545.86906","1149216057.0537","1207232341.56446","1275527644.12678","1342953376.16536","1419689100","1491705830",".."
"Jawa Barat, Prop.","ID.JR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","906685760.40493","1021628597.36794","1128245684.61656","1258989328.78162","1385825076.48957","1524974827.42163","1652757818.74704","1786092377.04432","1962231570","2125157960",".."
"Jawa Barat, Prop.","ID.JR","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","25043881","25612037","26197621","26801315","27423871","28066045","28728647","29514900","30049100","30586200","31124000","31661100","32106895","32731500","33266100","33798400","34327100","35723473","36507662.4027238","37345086.127621","38205985.9081762","38967656.7491303","39517942.2199299","40289910.5788924","40981203.3113359","41674496.5908954","42364423.2680174","43227107","43938796","44643586","45340799","46029668","46709569","47379389","48037827","48683861","49316712","49935858"
"Jawa Tengah, Prop.","ID.JT","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","41117002.007973","40855834.829816","42933437.250662","46178017.709426","52683483.310549","50185879.572399","55042126.972635","57053966.621882","61649425.731195","68390166.038362","73126351.956607","98351883.035922","105865785.067475","114016736.834989","117281308.164594","101709519.778268","105202100.271044","108567502.66","112343861.66","115762928.14","121271927.9","127212002.64","133578035.62","140681441.24","149083138.77","157267696.4","166176214.56","176186998.09","187244953.13","..","..","..","..","..","..","..","..",".."
