Provinces Name,"Provinces Code","Series Name","Series Code","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Bangkalan, Kab.","ID.JI.BK","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2214283.5","2503979","2817894","3158367.7","3504532.6","4167322.9","4734759.1","5314923.2","6173219.9","6695860","7466070","8334450","9465820","10664310","..","..","..","..","..","..",".."
"Bangkalan, Kab.","ID.JI.BK","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15881410","16406520","16173680","16204010","17369230","16906840","17018650","17618600","18362020","18551820","17514600"
"Bangkalan, Kab.","ID.JI.BK","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","15881410","17714430","18037120","19538390","21708650","19198940","20134400","21674590","23848040","24675560","23290000"
"Bangkalan, Kab.","ID.JI.BK","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","706522","712681","718894","725161","731483","737859","744292","751800","756700","761200","765500","769500","773987","776700","779800","782600","785200","853120","864279","875584","886077","891296","896508","923657","940331","956996","973681","909398","918813","928024","937497","945821","954305","962773","970894","978892","986672","994212"
"Banyuwangi, Kab.","ID.JI.BW","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6467688","6788903.6","7077229.6","7725704.2","8029336.5","8414262.8","8815927.1","9309065.7","9778833.5","10370290","11015200","11804190","12655590","13511710","..","..","..","..","..","..",".."
"Banyuwangi, Kab.","ID.JI.BW","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6467688","7189662.7","7941670.1","9089185.4","10051237","11880318","13569765","15511565","18372971","20728490","23272420","26795680","31182710","35468870","..","..","..","..","..","..",".."
"Banyuwangi, Kab.","ID.JI.BW","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6467688","6788903.6","7077229.6","7725704.2","8029336.5","8414262.8","8815927.1","9309065.7","9778833.5","10370290","11015200","11804190","12655590","13511710","..","..","..","..","..","..",".."
"Banyuwangi, Kab.","ID.JI.BW","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6467688","7189662.7","7941670.1","9089185.4","10051237","11880318","13569765","15511565","18372971","20728490","23272420","26795680","31182710","35468870","..","..","..","..","..","..",".."
"Banyuwangi, Kab.","ID.JI.BW","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","32463820","34720430","37235740","39733620","42005650","44529930","46924580","49480440","52370570","55278810","53295110"
"Banyuwangi, Kab.","ID.JI.BW","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","32463820","36950870","42108270","47364720","53371200","60179290","66348470","72245720","77847030","83607110","81102880"
"Banyuwangi, Kab.","ID.JI.BW","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","1431004","1434409","1437822","1441243","1444673","1448110","1451556","1455400","1458900","1462300","1465800","1469400","1472638","1476400","1479900","1483500","1486000","1520090","1526870","1533679","1539948","1540429","1549436","1522534","1527384","1531753","1535701","1559088","1567084","1574528","1582586","1588082","1594083","1599811","1604897","1609677","1613991","1617814"
"Batu, Kota","ID.JI.BA","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","744075.46","773466.44","814228.12","848669.97","895261.94","952545.24","1018209.9","1087389.6","1244946.5","1331990","1432190","1547390","1674980","1812310","..","..","..","..","..","..",".."
"Batu, Kota","ID.JI.BA","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","744075.46","835596.73","956674.7","1071667","1233471.9","1499049","1758225.4","2008492.9","2524551.6","2851690","3255770","3697780","4185990","4833740","..","..","..","..","..","..",".."
"Batu, Kota","ID.JI.BA","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","744075.46","773466.44","814228.12","848669.97","895261.94","952545.24","1018209.9","1087389.6","1244946.5","1331990","1432190","1547390","1674980","1812310","..","..","..","..","..","..",".."
"Batu, Kota","ID.JI.BA","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","744075.46","835596.73","956674.7","1071667","1233471.9","1499049","1758225.4","2008492.9","2524551.6","2851690","3255770","3697780","4185990","4833740","..","..","..","..","..","..",".."
"Batu, Kota","ID.JI.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6504390","6967980","7473630","8018620","8572130","9145950","9750910","10390840","11066480","11787510","11025814"
"Batu, Kota","ID.JI.BA","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6504390","7314980","8079640","9078620","10259710","11510380","12901680","14351470","15642010","16926090","15916798.8"
"Batu, Kota","ID.JI.BA","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","173763","177256","178505","179549","184117","185986","187813","189604","190806","192813","194700","196189","198608","200485","202319","203997","205788","207490","209125"
"Blitar, Kab.","ID.JI.BR","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3568252.3","3651369.2","3793936.8","3947300","4124787.3","4338529.4","4571842.9","4837004.9","5126942.6","5392760","5720370","6082190","6468470","6868260","..","..","..","..","..","..",".."
"Blitar, Kab.","ID.JI.BR","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3568252.3","3976014.2","4457897.3","5003951.3","5688976.7","6626412.8","7637803.3","8697259.8","9935944.2","11011360","12308950","13785010","15366480","17318020","..","..","..","..","..","..",".."
"Blitar, Kab.","ID.JI.BR","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3568252.3","3651369.2","3793936.8","3947300","4124787.3","4338529.4","4571842.9","4837004.9","5126942.6","5392760","5720370","6082190","6468470","6868260","..","..","..","..","..","..",".."
"Blitar, Kab.","ID.JI.BR","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3568252.3","3976014.2","4457897.3","5003951.3","5688976.7","6626412.8","7637803.3","8697259.8","9935944.2","11011360","12308950","13785010","15366480","17318020","..","..","..","..","..","..",".."
"Blitar, Kab.","ID.JI.BR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","16213910","17093900","18054460","18967280","19920160","20928470","21991430","23107480","24286240","25530110","24945464.9"
"Blitar, Kab.","ID.JI.BR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","16213910","18013400","19868510","21755170","24140620","26779690","29335580","31654910","34117380","36447140","36023963.4"
"Blitar, Kab.","ID.JI.BR","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","1039717","1040537","1041359","1042181","1043004","1043827","1044651","1046000","1047600","1048800","1049500","1049800","1049615","1051500","1052400","1053400","1054300","1095449","1100663","1105902","1110726","1113170","1119679","1069569","1069798","1070122","1070446","1118919","1124775","1130423","1136701","1140793","1145396","1149710","1153803","1157500","1160677","1163789"
"Blitar, Kota","ID.JI.BL","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","440564.16","458527.62","486806.52","513456.97","543401.81","574442.04","608298.1","645936.36","873374.57","927580","986210","1051200","1122460","1196230","..","..","..","..","..","..",".."
"Blitar, Kota","ID.JI.BL","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","440564.16","497912.07","553822.58","616253.18","692434.82","827212.61","966306.62","1092736.4","1599421.2","1800000","2030580","2273410","2563270","2900620","..","..","..","..","..","..",".."
"Blitar, Kota","ID.JI.BL","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","440564.16","458527.62","486806.52","513456.97","543401.81","574442.04","608298.1","645936.36","873374.57","927580","986210","1051200","1122460","1196230","..","..","..","..","..","..",".."
"Blitar, Kota","ID.JI.BL","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","440564.16","497912.07","553822.58","616253.18","692434.82","827212.61","966306.62","1092736.4","1599421.2","1800000","2030580","2273410","2563270","2900620","..","..","..","..","..","..",".."
"Blitar, Kota","ID.JI.BL","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2854960","3038440","3236610","3446830","3649650","3856910","4079260","4315010","4566470","4833360","4722554.24"
"Blitar, Kota","ID.JI.BL","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2854960","3183020","3545810","3929510","4354280","4819130","5331290","5802360","6302330","6792250","6791619.37"
"Blitar, Kota","ID.JI.BL","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","88940","92719","96658","100764","105045","109508","114161","119100","119900","120600","121300","122000","122090","123200","123700","124100","124500","122339","122683","123027","123344","123808","124532","129932","131121","132278","133408","132383","133492","134723","135702","136903","137908","139117","139995","140971","141876","142798"
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3687153.8","3806498.7","3934269","4079414","4240083.7","4448629","4705860.5","4964904.2","5243229.1","5558270","5916990","8875110","9379580","9876910","..","..","..","..","..","..",".."
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3687153.8","4118222","4660047.9","5229216.4","5894093.5","6975113.9","8198797.2","9412627.6","11031574","12422170","13953240","27615800","30043180","32785330","..","..","..","..","..","..",".."
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3784265.2","3918934","4067242.2","4202968.3","4608476.3","5329967.3","5267341.7","6055879.8","6600791.5","7267530","8128230","6307490","6773960","7249660","..","..","..","..","..","..",".."
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3784265.2","4238904.4","4812560.8","5368801.7","6346623","8227347.9","9036484.7","11239336","13706108","16819200","22205360","15684090","17755680","20195130","..","..","..","..","..","..",".."
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","33291910","36751010","38136130","39039380","39934830","46892810","57187370","63056470","65817530","69987990","69703742"
"Bojonegoro, Kab.","ID.JI.BJ","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","33291910","41357080","43686380","48129220","50533940","48606460","55581370","64886180","73232220","78047310","70258510"
"Bojonegoro, Kab.","ID.JI.BJ","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","1029716","1040018","1050423","1060932","1071547","1082267","1093095","1105700","1114400","1122600","1130400","1137800","1142088","1151300","1157500","1163300","1168600","1186934","1195706","1204542","1212700","1217508","1224627","1247919","1255914","1263551","1270876","1212301","1217775","1223079","1227704","1232386","1236607","1240383","1243906","1246927","1249692","1252020"
"Bondowoso, Kab.","ID.JI.BD","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1455637.5","1498800.1","1545576.3","1604261.6","1684859.7","1772844.1","1871753","1974898.5","2836726","2978910","3146980","3341960","3557680","3780570","..","..","..","..","..","..",".."
"Bondowoso, Kab.","ID.JI.BD","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1455637.5","1652972.7","1846747","2061637.9","2318449.7","2751605.8","3194870","3604849","5651056.3","6254350","6990740","7829860","8828960","9990800","..","..","..","..","..","..",".."
"Bondowoso, Kab.","ID.JI.BD","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1455637.5","1498800.1","1545576.3","1604261.6","1684859.7","1772844.1","1871753","1974898.5","2836726","2978910","3146980","3341960","3557680","3780570","..","..","..","..","..","..",".."
"Bondowoso, Kab.","ID.JI.BD","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1455637.5","1652972.7","1846747","2061637.9","2318449.7","2751605.8","3194870","3604849","5651056.3","6254350","6990740","7829860","8828960","9990800","..","..","..","..","..","..",".."
"Bondowoso, Kab.","ID.JI.BD","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8515880","9033030","9583380","10140110","10652440","11179620","11735590","12325660","12952760","13640460","13451800"
"Bondowoso, Kab.","ID.JI.BD","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","8515880","9552760","10634090","11792640","13075130","14485610","15862630","17156690","18499630","19868810","19935600"
"Bondowoso, Kab.","ID.JI.BD","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","625391","629865","634371","638908","643479","648082","652718","658100","661300","664300","667000","669500","670900","673600","675300","676700","677800","696578","700692","704831","708646","710822","714978","703303","705384","707242","708905","738383","743369","748127","752791","756989","761205","765094","768912","772297","775715","778789"
"Gresik, Kab.","ID.JI.GR","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9255306.9","9600031.3","10044000","10487376","11102199","11892606","12702414","13553686","14412941","15323530","16350750","18081040","19424160","20811650","..","..","..","..","..","..",".."
"Gresik, Kab.","ID.JI.GR","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9255306.9","10622145","12128904","13552850","14907075","17977114","20990490","24336649","28352998","32118900","37826270","44082560","50185440","57264220","..","..","..","..","..","..",".."
"Gresik, Kab.","ID.JI.GR","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9255306.9","9600031.3","10044000","10487376","11102199","11892606","12702414","13553686","14412941","15977850","16837440","17513570","18762370","20114390","..","..","..","..","..","..",".."
"Gresik, Kab.","ID.JI.GR","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","9255306.9","10622145","12128904","13552850","14907075","17977114","20990490","24336649","28352998","33247140","38761530","42899710","48835510","55777660","..","..","..","..","..","..",".."
"Gresik, Kab.","ID.JI.GR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","59068640","62898690","67248790","71314180","76336050","81380440","85850110","90855600","96275980","101485300","97616600"
"Gresik, Kab.","ID.JI.GR","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","59068640","67297600","74946280","83153000","93797710","100723790","107876580","118624230","130408800","139043790","134268560"
"Gresik, Kab.","ID.JI.GR","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","765240","777702","790367","803238","816319","829612","843123","858700","870800","882800","894500","906000","914838","927500","938000","948500","958100","1009514","1026488","1043747","1059822","1077976","1084279","1153292","1174063","1194821","1215603","1180974","1196516","1211686","1227101","1241613","1256313","1270702","1285018","1299024","1312881","1326420"
"Jember, Kab.","ID.JI.JE","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6685977.1","6912406.9","7185062","7473399.5","7821292.2","8236276.7","8705996.4","9226767.9","10319003","10891610","11550550","12359520","13250980","14165900","..","..","..","..","..","..",".."
"Jember, Kab.","ID.JI.JE","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6685977.1","7437218.1","8363434.8","9324969.7","10522727","12460346","14368696","16293132","20260945","22609240","25285250","28389360","32167440","36875270","..","..","..","..","..","..",".."
"Jember, Kab.","ID.JI.JE","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6685977.1","6912406.9","7185062","7473399.5","7821292.2","8236276.7","8705996.4","9226767.9","10319003","10891610","11550550","12359520","13250980","14165900","..","..","..","..","..","..",".."
"Jember, Kab.","ID.JI.JE","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6685977.1","7437218.1","8363434.8","9324969.7","10522727","12460346","14368696","16293132","20260945","22609240","25285250","28389360","32167440","36875270","..","..","..","..","..","..",".."
"Jember, Kab.","ID.JI.JE","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","33375470","35208170","37261960","39519230","41971680","44222560","46533560","48912960","51472980","54204140","52586557.7"
"Jember, Kab.","ID.JI.JE","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","33375470","37159480","41327130","45055530","50602100","56377370","62513680","67476070","72135710","77234240","76039982.8"
"Jember, Kab.","ID.JI.JE","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","1933786","1951677","1969734","1987958","2006350","2024912","2043646","2065300","2076600","2086400","2094800","2101700","2105503","2111700","2114600","2116200","2117400","2191893","2205492","2219175","2231793","2242222","2255333","2304634","2313100","2320844","2327957","2337909","2353025","2367482","2381400","2394608","2407115","2419000","2430185","2440714","2450668","2459890"
"Jombang, Kab.","ID.JI.JO","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3825514.2","3952998.9","4109738.2","4311449.1","4531340","4773509.6","5047094.9","5353300.6","5663243.6","5962260","6327280","6759500","7230300","7695630","..","..","..","..","..","..",".."
"Jombang, Kab.","ID.JI.JO","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3825514.2","4402180.2","4860139.3","5458849.7","6131807.3","7337665.2","8565594.9","9736387.3","11302601","12519630","14060870","15945610","18065850","20537270","..","..","..","..","..","..",".."
"Jombang, Kab.","ID.JI.JO","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3825514.2","3952998.9","4109738.2","4311449.1","4531340","4773509.6","5047094.9","5353300.6","5663243.6","5962260","6327280","6759500","7230300","7695630","..","..","..","..","..","..",".."
"Jombang, Kab.","ID.JI.JO","Total GDP including Oil and Gas (in IDR Million), Current Price","NA.GDP.INC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3825514.2","4402180.2","4860139.3","5458849.7","6131807.3","7337665.2","8565594.9","9736387.3","11302601","12519630","14060870","15945610","18065850","20537270","..","..","..","..","..","..",".."
"Jombang, Kab.","ID.JI.JO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price","NA.GDP.INC.OG.SNA08.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","17350780","18384970","19514850","20672300","21793190","22960250","24199070","25497000","26883230","28244610","27657600"
"Jombang, Kab.","ID.JI.JO","Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price","NA.GDP.INC.OG.SNA08.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","17350780","19472180","21580500","23829800","26339070","29147970","31983120","34940030","37932280","40493920","39870900"
"Jombang, Kab.","ID.JI.JO","Total Population (in number of people)","SP.POP.TOTL","..","..","..","..","..","..","..","972837","983343","993963","1004697","1015547","1026514","1037600","1050500","1058600","1066200","1073200","1079600","1083994","1091000","1095800","1100200","1103900","1142929","1152962","1163083","1172439","1179900","1186799","1253752","1269851","1285739","1301459","1205114","1212881","1220404","1230881","1234501","1240985","1247303","1253078","1258618","1263814","1268504"
"Kediri, Kab.","ID.JI.KR","Total GDP excluding Oil and Gas (in IDR Million), Constant Price","NA.GDP.EXC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4334445.3","4481049.5","4635463","4815356.4","5017086.7","5232029.8","5471105.7","5713217.8","6830363.2","7200360","7635060","8108220","8673840","9239100","..","..","..","..","..","..",".."
"Kediri, Kab.","ID.JI.KR","Total GDP excluding Oil and Gas (in IDR Million), Current Price","NA.GDP.EXC.OG.CR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4334445.3","4804526.7","5312309.1","5867921.5","6581851.2","7707541.7","8800596.9","9904990.2","12826130","13895970","15644310","17479350","19641740","22293970","..","..","..","..","..","..",".."
"Kediri, Kab.","ID.JI.KR","Total GDP including Oil and Gas (in IDR Million), Constant Price","NA.GDP.INC.OG.KR","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","4334445.3","4481049.5","4635463","4815356.4","5017086.7","5232029.8","5471105.7","5713217.8","6830363.2","7200360","7635060","8108220","8673840","9239100","..","..","..","..","..","..",".."
